Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;8,5;9,9;11,2;12,4;13,6;11;550;620;720;800;875;716;65;1583;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;7,5;8,4;9,6;11,3;12,9;9,8;600;688;850;1030;1133;873;89;610;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;;8,9;11,6;13,7;16,7;20;12,6;385;444;520;680;859;591;47;1934;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 1P;13;14,1;17;20;22,1;16,5;350;385;433;483;530;438;26;604;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 2P;10;12,1;13,8;15,8;17,2;13,4;403;470;524;600;680;532;40;762;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 3P;8,3;10,1;11,6;13;14,1;11,2;480;625;740;770;850;703;63;420;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;;Appart 4P+;7,3;8,4;9,6;12,3;13,3;10,1;585;850;1050;1200;1477;1047;104;148;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;11,1;12,9;14,7;17,5;20,7;14,1;385;440;510;680;780;581;41;653;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;8,4;10,8;13,3;15,5;19,3;12;377;446;525;685;930;597;50;1281;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;;8,4;9,4;11,4;14,4;17,3;11,1;405;500;600;704;810;616;55;1335;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;13,7;14,2;16,1;19;20,4;15,9;368;400;450;464;580;448;28;228;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;10;11;12,9;15,6;17,3;12,8;405;493;540;600;630;537;42;360;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;8;9,2;10,3;11,6;12,6;10,2;560;609;700;741;820;687;67;472;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P+;7,4;8,6;9,4;10,5;12,8;9,6;580;631;731;860;1100;768;80;275;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;9,3;10,5;12;14,9;17,3;11,9;445;500;600;750;860;633;53;434;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;2. Entre 1946-1970;2. 1 an et plus;;8;9,3;10,8;13,8;17;10,7;400;496;600;700;750;606;57;901;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;;9,6;10,8;13,1;16,3;19,4;12,3;373;438;545;660;820;567;46;2098;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;12,7;15,3;17,5;19,4;20,8;16,6;354;370;410;454;480;416;25;882;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;10,4;11,4;12,6;14,7;16,2;12,8;465;505;555;602;679;566;44;740;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;9;9,8;10,5;11,7;12,5;10,6;550;620;700;800;840;702;67;317;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P+;7,9;8,1;9,8;11,6;12,6;9,9;650;750;845;905;1015;832;84;159;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;9,8;11,5;14;17;19,5;12,9;378;431;506;630;773;546;42;727;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;3. Entre 1971-1990;2. 1 an et plus;;9,6;10,6;12,5;16;19,2;12,1;370;445;560;677;833;576;47;1371;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;;;10,3;11,9;13,8;16,6;19,8;13,1;415;461;580;680;818;600;46;2340;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;14,6;15,7;18;20,6;22,4;17,6;378;400;430;455;540;444;25;841;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;11,3;12,4;13,8;15,3;16,8;13,6;488;530;582;628;650;575;42;1051;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;9,6;10,5;11,7;13,3;14,1;11,6;574;670;750;800;910;739;64;345;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P+;7,6;9,5;10,5;11,3;12,8;10,2;680;790;945;1050;1150;936;92;103;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;11;12,3;13,8;16,7;20,6;13,6;415;455;554;640;760;583;43;931;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;4. Entre 1991-2005;2. 1 an et plus;;10;11,7;13,8;16,5;19,2;12,9;416;465;597;695;844;608;47;1409;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;;;10,6;11,9;13,3;15,3;16,6;13;421;518;600;703;833;626;48;3010;55568;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;;Appart 1P;13,2;14,5;16,1;17,7;19,9;16,1;333;380;450;501;560;444;28;557;15311;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;;Appart 2P;11,6;12,6;13,7;15,1;16,2;13,7;470;532;584;630;653;575;42;1377;20158;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;;Appart 3P;10,1;11;12;13,1;14;12;610;670;735;820;950;751;63;934;13130;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;;Appart 4P+;7,1;10,3;10,9;12,5;13,1;11,1;600;835;918;1050;1219;951;86;142;6969;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;1. Moins de 1 an;;10,6;11,8;13,3;14,8;16,4;12,9;410;500;600;700;850;615;48;1312;;Estimation directe
B3400;2019;Agglomération de Montpellier;Ville centre;Appartement;5. Après 2005;2. 1 an et plus;;10,6;12;13,4;15,5;16,8;13;450;540;608;719;830;632;49;1698;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;;8,8;10;11,8;13,6;15,7;11,1;460;566;700;930;1190;768;69;3397;19827;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Maison 1-3P;9,5;10;11,5;13,3;15,7;11,5;477;630;720;821;965;728;63;103;2034;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Ensemble 4P+;7,7;9;10,3;11,4;12,7;10,1;703;861;1017;1200;1400;1050;103;676;6235;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Maison 4P+;8,4;9,2;10,4;12,2;13;10,4;750;900;1102;1300;1455;1108;106;398;4774;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Appart 1P;12,2;13,3;15,6;17,8;20,3;15,3;340;365;430;475;525;433;28;429;1811;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Appart 2P;10,5;12,1;13,5;14,8;16,1;13,1;460;530;576;610;660;569;43;1301;5454;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Appart 3P;8,7;9,9;11,4;12,2;14,1;11,1;550;650;724;808;880;725;65;888;4293;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Appart 4P+;7,1;8,6;10,1;10,9;11,5;9,7;700;780;928;1130;1190;949;98;278;1461;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Ensemble 1P;12,3;13,5;15,7;17,5;20,3;15,3;343;365;435;500;550;439;29;431;1861;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Ensemble 2P;10;11,8;13,5;14,8;16,1;13;460;528;576;620;659;568;44;1312;5912;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;;Ensemble 3P;8,8;9,8;11,2;12,5;14,3;11,1;570;650;735;820;930;744;67;978;5820;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;1. Moins de 1 an;;10;11;12,5;14,4;16,2;11,9;450;540;650;880;1170;736;62;1263;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;1. Moins de 1 an;Ensemble 4P+;8,5;10;11;12,5;12,7;10,9;780;946;1100;1200;1400;1111;102;208;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;1. Moins de 1 an;Ensemble 1P;11,9;13;16;20;22,2;15,7;340;365;430;465;520;428;27;188;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;1. Moins de 1 an;Ensemble 2P;10,9;12,2;13,5;15,5;16,9;13,3;480;540;580;620;660;579;43;512;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;1. Moins de 1 an;Ensemble 3P;9,3;10,4;11,5;12,8;14,8;11,5;540;640;720;800;922;730;63;355;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;2. 1 an et plus;;8,5;9,7;11,4;13,3;15,3;10,8;475;575;719;940;1190;783;72;2134;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;468;;
B3400;2019;Agglomération de Montpellier;Périphérie;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;243;;
B3400;2019;Agglomération de Montpellier;Périphérie;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;800;;
B3400;2019;Agglomération de Montpellier;Périphérie;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;623;;
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;;;8,2;9,4;10,7;14,6;19,8;10,9;398;477;650;730;880;631;58;259;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;;Ensemble 4P+;7,6;7,7;9,2;10,2;10,6;8,8;550;675;875;900;959;810;92;51;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;17;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;;Ensemble 2P;8,9;10;11,9;15,9;16,9;11,9;375;491;540;650;650;551;46;94;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;;Ensemble 3P;8,2;9,3;10,7;12,9;14,6;10,5;470;640;720;750;886;707;67;97;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;1. Moins de 1 an;;9,3;10;13,6;20;22,7;12,2;340;450;540;650;650;538;44;89;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;1. Avant 1946;2. 1 an et plus;;7,7;9,1;10,7;13,8;16,7;10,6;420;540;693;750;900;671;63;170;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;;;7,9;9,6;10,9;12,2;14;10,6;524;600;731;962;1200;810;77;177;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;;Ensemble 4P+;8,1;9,6;10;11,3;11,9;10,2;700;885;962;1200;1200;988;97;77;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;9;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;46;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;;;;;;;;;;;;;;45;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;48;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;;7,7;9,4;10,4;12;13,9;10,3;524;600;715;938;1175;788;76;129;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;;;8,1;9,3;11,1;14;15,7;10,7;475;570;740;1064;1190;810;76;450;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;;Ensemble 4P+;7;8,5;10,1;11,1;12,4;9,8;703;800;1085;1190;1333;1035;106;196;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;11,9;13,8;15,7;15,7;20,5;15,2;333;430;467;550;550;465;31;82;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;9,9;11,6;14;15,5;15,8;13,2;399;515;560;630;630;558;42;93;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;8,1;9,6;11,1;13,3;14,2;11,1;570;570;658;820;940;723;65;79;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;;10;11,1;14;15,5;15,8;12,4;430;600;630;1100;1200;788;63;159;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;;8,1;9;10,5;12,6;14,7;10,2;500;570;750;1000;1190;818;80;291;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;;;9,3;10,4;12,3;14;16;11,5;460;560;680;940;1200;771;67;810;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;;Ensemble 4P+;8,6;9,3;10,4;11,9;12,8;10,2;700;900;1000;1300;1468;1092;107;140;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;12,3;14,5;16;18,3;19,2;15,7;350;358;400;520;560;422;27;157;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;11,5;12,1;13,1;15,4;16,1;13,4;460;519;570;630;661;569;42;349;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;9,7;9,8;11,7;12,6;15;11,5;650;705;780;900;940;802;70;164;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;;10,4;11;12,6;14,7;16;12,3;410;550;652;784;1032;717;58;252;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;;9,2;9,9;12,1;13,5;15,6;11,2;460;561;700;940;1298;791;70;558;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;;;9,2;10,5;11,9;13,5;14,9;11,3;490;580;701;920;1175;778;69;1701;19827;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;;Ensemble 4P+;8,1;9,5;10,5;12;13;10,4;750;890;1077;1300;1400;1080;104;212;6235;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;;Ensemble 1P;11,9;12,9;13,5;16;16,9;14,1;356;403;440;510;620;455;32;166;1861;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;;Ensemble 2P;11;12,2;13,3;14,3;16;13,1;480;530;579;607;656;570;43;730;5912;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;;Ensemble 3P;9,6;10,3;11,3;12,1;14,4;11,3;625;657;735;800;879;742;65;593;5820;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;1. Moins de 1 an;;10;11;12;13,5;16;11,8;465;540;690;890;1130;752;64;715;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;;5. Après 2005;2. 1 an et plus;;8,9;10;11,5;13,5;14,7;11;525;600;726;950;1238;796;72;986;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;;;8,5;9,7;10,7;12,5;14,3;10,7;630;740;960;1200;1400;980;92;501;6808;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;;Maison 1-3P;9,5;10;11,5;13,3;15,7;11,5;477;630;720;821;965;728;63;103;2034;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;;Maison 4P+;8,4;9,2;10,4;12,2;13;10,4;750;900;1102;1300;1455;1108;106;398;4774;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;1. Moins de 1 an;;10;10;11;12,6;15,8;11,4;630;869;1077;1200;1400;1055;92;124;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;1. Moins de 1 an;Maison 4P+;10;10;11,1;12,6;13,1;11,3;990;1077;1200;1390;1590;1223;108;99;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;2. 1 an et plus;;8,2;9,3;10,5;12,5;13,8;10,4;570;730;940;1175;1310;956;92;377;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;2. 1 an et plus;Maison 1-3P;9,4;9,8;11,5;12,9;14,6;11,4;460;570;720;800;940;719;63;78;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;;2. 1 an et plus;Maison 4P+;7,7;9;10;11,7;13;10,1;740;875;1023;1300;1450;1073;106;299;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;1. Avant 1946;;;8,1;9,8;10,2;12,9;14,6;10,6;550;650;720;800;900;721;68;50;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;28;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;22;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;8;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;42;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;2. Entre 1946-1970;;;9,3;9,6;10;11,3;12,4;10,4;900;962;1093;1200;1200;1088;105;53;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;4;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;49;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;13;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;40;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;3. Entre 1971-1990;;;8,1;9;10,5;13,3;15,7;10,5;570;630;871;1160;1300;925;88;163;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;26;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;3. Entre 1971-1990;;Maison 4P+;8,4;9;10;11,5;12,9;10,2;740;800;1100;1195;1400;1053;104;137;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;3. Entre 1971-1990;2. 1 an et plus;;8,1;8,5;10,2;12,2;15,7;10,1;550;630;800;1152;1309;901;89;129;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;4. Entre 1991-2005;;;8,6;9,7;10,5;12,5;12,8;10,5;670;780;995;1213;1450;1020;97;117;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P+;8,3;9,2;10,4;12,5;12,8;10,2;850;995;1131;1362;1530;1162;114;102;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;35;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;4. Entre 1991-2005;2. 1 an et plus;;8,6;9,7;10,5;12,4;12,8;10,3;460;780;940;1200;1450;1004;97;82;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;5. Après 2005;;;9;10;11;12,6;13,7;11;740;923;1077;1300;1400;1101;100;118;6808;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;30;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;5. Après 2005;;Maison 4P+;8,7;10;11;12,7;13,7;11;750;956;1175;1310;1470;1160;105;88;4774;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Maison;5. Après 2005;2. 1 an et plus;;8,7;9,5;10,9;12,9;13,8;10,8;700;808;1000;1300;1300;1059;98;84;;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Appartement;;;;9;10,4;12,1;14,1;16,1;11,5;440;535;622;778;930;666;58;2896;13019;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Appartement;;;Appart 1P;12,2;13,3;15,6;17,8;20,3;15,3;340;365;430;475;525;433;28;429;1811;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Appartement;;;Appart 2P;10,5;12,1;13,5;14,8;16,1;13,1;460;530;576;610;660;569;43;1301;5454;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Appartement;;;Appart 3P;8,7;9,9;11,4;12,2;14,1;11,1;550;650;724;808;880;725;65;888;4293;Estimation directe
B3400;2019;Agglomération de Montpellier;Périphérie;Appartement;;;Appart 4P+;7,1;8,6;10,1;10,9;11,5;9,7;700;780;928;1130;1190;949;98;278;1461;Estimation directe
